userIdA,userIdB,JaccardDistance
71607,307748,0.010000000000000009
167541,173768,0.017857142857142905
260734,262614,0.019607843137254943
41012,300048,0.022727272727272707
76755,103216,0.03015075376884424
241273,296245,0.032128514056224855
234930,264494,0.032258064516129004
81806,181688,0.032258064516129004
234930,266605,0.032258064516129004
70108,295022,0.033333333333333326
96548,295022,0.033333333333333326
42584,241388,0.03448275862068961
53278,193817,0.039215686274509776
140649,183999,0.04761904761904767
143567,266812,0.04761904761904767
30189,250335,0.04761904761904767
22385,57634,0.04761904761904767
68579,235844,0.050000000000000044
27271,161615,0.050000000000000044
237255,261412,0.050000000000000044
68579,122621,0.050000000000000044
81877,163743,0.050000000000000044
97293,134172,0.050000000000000044
42299,111297,0.050000000000000044
122607,207031,0.050000000000000044
11215,81877,0.050000000000000044
112019,143988,0.050000000000000044
53426,330736,0.050000000000000044
91597,152377,0.050000000000000044
268695,308490,0.050000000000000044
106010,161615,0.050000000000000044
68579,156709,0.050000000000000044
119774,140649,0.050000000000000044
141469,243078,0.050000000000000044
102810,252047,0.050000000000000044
50613,68649,0.050000000000000044
140649,140671,0.050000000000000044
268695,277862,0.050000000000000044
186520,235924,0.050000000000000044
111297,251589,0.050000000000000044
43268,77683,0.050000000000000044
68579,129157,0.052631578947368474
240955,304231,0.052631578947368474
135882,288844,0.05405405405405406
71711,124189,0.05555555555555558
155552,251641,0.05555555555555558
69682,184478,0.05555555555555558
104750,276866,0.05555555555555558
827,281075,0.05555555555555558
827,69682,0.05555555555555558
184478,281075,0.05555555555555558
94051,176736,0.05882352941176472
246599,302087,0.05882352941176472
44624,216423,0.05882352941176472
265793,294516,0.06060606060606055
37006,288067,0.0625
38665,186475,0.0625
70755,320383,0.0625
194302,289380,0.0625
194302,282108,0.0625
113432,203798,0.0625
35071,288067,0.0625
113432,220835,0.0625
90682,207796,0.0645855758880517
37006,287138,0.06666666666666665
37006,195890,0.06666666666666665
37006,209255,0.06666666666666665
37006,288078,0.06666666666666665
37006,83718,0.06666666666666665
35071,99920,0.06666666666666665
37006,70746,0.06666666666666665
46433,51362,0.06666666666666665
37006,258259,0.06666666666666665
37006,226410,0.06666666666666665
37006,314687,0.06666666666666665
37006,308204,0.06666666666666665
144469,272343,0.06666666666666665
144469,178223,0.06666666666666665
37006,150393,0.06666666666666665
35071,288078,0.06666666666666665
35071,209255,0.06666666666666665
37006,292099,0.06666666666666665
35071,128758,0.06666666666666665
33607,135573,0.06666666666666665
95462,96548,0.06666666666666665
35071,134746,0.06666666666666665
144469,175004,0.06666666666666665
37006,215476,0.06666666666666665
37006,131047,0.06666666666666665
144469,178882,0.06666666666666665
35071,292099,0.06666666666666665
37006,134746,0.06666666666666665
218573,322695,0.06666666666666665
144469,275852,0.06666666666666665
46433,172505,0.06666666666666665
33607,234102,0.06666666666666665
144469,196415,0.06666666666666665
33607,275412,0.06666666666666665
144469,254796,0.06666666666666665
144469,275514,0.06666666666666665
